0,0,31
0,1,32
0,2,30
0,3,31
0,4,27
0,5,30
0,6,32
0,7,38
0,8,31
0,9,31
0,10,40
0,11,44
0,12,48
0,13,33
0,14,33
0,15,32
0,16,34
0,17,34
0,18,35
0,19,34
0,20,42
0,21,41
0,22,33
0,23,31
0,24,33
0,25,33
1,0,38
1,1,28
1,2,28
1,3,30
1,4,31
1,5,26
1,6,26
1,7,29
1,8,43
1,9,28
1,10,45
1,11,35
1,12,40
1,13,39
1,14,40
1,15,36
1,16,31
1,17,24
1,18,24
1,19,38
1,20,30
1,21,37
1,22,30
1,23,26
1,24,27
1,25,28
2,0,41
2,1,27
2,2,29
2,3,29
2,4,29
2,5,31
2,6,31
2,7,30
2,8,29
2,9,29
2,10,44
2,11,38
2,12,40
2,13,41
2,14,39
2,15,39
2,16,43
2,17,38
2,18,37
2,19,32
2,20,37
2,21,39
2,22,33
2,23,33
2,24,33
2,25,30
3,0,28
3,1,43
3,2,28
3,3,29
3,4,29
3,5,29
3,6,30
3,7,37
3,8,28
3,9,29
3,10,38
3,11,41
3,12,42
3,13,39
0,0,36
0,1,28
0,2,40
0,3,30
0,4,29
0,5,29
0,6,29
0,7,28
0,8,30
0,9,29
0,10,39
0,11,39
0,12,39
0,13,29
0,14,30
0,15,31
0,16,40
0,17,29
0,18,33
0,19,29
0,20,39
0,21,30
0,22,30
0,23,40
0,24,29
0,25,32
1,0,41
1,1,28
1,2,40
1,3,32
1,4,39
1,5,29
1,6,41
1,7,29
1,8,32
1,9,39
1,10,37
1,11,41
1,12,37
1,13,41
1,14,41
1,15,37
1,16,27
1,17,30
1,18,27
1,19,29
1,20,27
1,21,37
1,22,27
1,23,37
1,24,26
1,25,27
2,0,29
2,1,29
2,2,28
2,3,32
2,4,30
2,5,32
2,6,32
2,7,27
2,8,27
2,9,27
2,10,43
2,11,46
2,12,37
2,13,38
2,14,38
2,15,42
2,16,36
2,17,37
2,18,36
2,19,28
2,20,36
2,21,30
2,22,31
2,23,27
2,24,29
2,25,39
3,0,33
3,1,32
3,2,33
3,3,29
3,4,31
3,5,30
3,6,36
3,7,37
3,8,29
3,9,28
3,10,41
3,11,37
3,12,39
3,13,39
3,14,40
3,15,36
3,16,36
3,17,39
3,18,37
3,19,40
3,20,37
3,21,29
3,22,33
3,23,28
3,24,30
3,25,39
4,0,37
4,1,28
4,2,28
4,3,28
4,4,28
4,5,28
4,6,29
4,7,29
4,8,28
4,9,28
4,10,32
4,11,26
4,12,29
4,13,37
4,14,38
4,15,39
4,16,37
4,17,44
4,18,36
4,19,39
4,20,37
4,21,37
4,22,27
4,23,29
4,24,39
4,25,32
5,0,28
5,1,39
5,2,28
5,3,31
5,4,27
5,5,31
5,6,39
5,7,28
5,8,32
5,9,30
5,10,30
5,11,28
5,12,29
5,13,45
5,14,27
5,15,41
5,16,39
5,17,42
5,18,39
5,19,38
5,20,37
5,21,39
5,22,29
5,23,32
5,24,31
5,25,26
6,0,30
6,1,32
6,2,30
6,3,26
6,4,27
6,5,31
6,6,29
6,7,29
6,8,28
6,9,40
6,10,26
6,11,28
6,12,32
6,13,28
6,14,28
6,15,38
6,16,38
6,17,36
6,18,44
6,19,36
6,20,38
6,21,39
6,22,28
6,23,29
6,24,28
6,25,28
7,0,39
7,1,28
7,2,40
7,3,28
7,4,28
7,5,30
7,6,39
7,7,30
7,8,40
7,9,26
7,10,39
7,11,28
7,12,46
7,13,37
7,14,41
7,15,39
7,16,39
7,17,36
7,18,38
7,19,38
7,20,44
7,21,35
7,22,28
7,23,29
7,24,28
7,25,31
8,0,30
8,1,29
8,2,31
8,3,30
8,4,32
8,5,31
8,6,37
8,7,27
8,8,29
8,9,30
8,10,45
8,11,38
8,12,40
8,13,44
8,14,40
8,15,42
8,16,40
8,17,40
8,18,40
8,19,39
8,20,30
8,21,29
8,22,28
8,23,31
8,24,30
8,25,30
9,0,30
9,1,32
9,2,33
9,3,45
9,4,32
9,5,31
9,6,32
9,7,31
9,8,30
9,9,28
9,10,50
9,11,36
9,12,45
9,13,38
9,14,38
9,15,36
9,16,38
9,17,26
9,18,26
9,19,26
9,20,29
9,21,30
9,22,35
9,23,35
9,24,27
9,25,27
10,0,28
10,1,27
10,2,32
10,3,27
10,4,32
10,5,28
10,6,31
10,7,32
10,8,31
10,9,30
10,10,41
10,11,42
10,12,42
10,13,40
10,14,33
10,15,30
10,16,27
10,17,31
10,18,28
10,19,27
10,20,33
10,21,29
10,22,30
10,23,31
10,24,26
10,25,30
11,0,26
11,1,23
11,2,27
11,3,30
11,4,26
11,5,34
11,6,27
11,7,34
11,8,25
11,9,29
11,10,39
11,11,30
11,12,28
11,13,28
11,14,29
11,15,39
11,16,39
11,17,38
11,18,37
11,19,38
11,20,27
11,21,27
11,22,29
11,23,28
11,24,28
11,25,28
12,0,27
12,1,27
12,2,35
12,3,30
12,4,27
12,5,28
12,6,24
12,7,33
12,8,26
12,9,30
12,10,30
12,11,39
12,12,25
12,13,28
12,14,38
12,15,42
12,16,35
12,17,37
12,18,34
12,19,38
12,20,35
12,21,28
12,22,27
12,23,28
